user_id,text,business_id,likes,date,type
9OZH1Ecw-qUkCW5MS0NefA,The only reason I ever darken the doors of McD's--Shamrock Shakes!,PK6aSizckHFWk8i0oxt5DA,0,05-03-15,tip
1kED-QqEAVuIwgEGjOgETA,Best McDonald's I have been to! Everyone is so sweet and friendly,PK6aSizckHFWk8i0oxt5DA,0,17-01-16,tip
WPG2gqOOn_ve5Xe5cT7oOQ,The most UNfriendly service!,PK6aSizckHFWk8i0oxt5DA,0,11-05-11,tip
e7lJwGbdJsrFziQoXKNJ6w,Eggnog latte. Very delicious (but watch the calories!),3gmBc0qN_LtGbZAjTtHWZg,0,07-11-15,tip
W5mmO5HIk-qc0GzH6yhyyw,Oprah Chai Latte!,3gmBc0qN_LtGbZAjTtHWZg,0,23-11-15,tip
3BGWwL-E-kLIqt7OtojcVg,Art supplies for hubby!,yHTLTr-QN-loO_7XoxS8qg,0,26-03-12,tip
Q3fFv_ft17OyV-NRF1iQxw,"Download the Michael's iPhone app! It provides you with all the coupons available at that time, and the coupons are reusable. I just used the same 50% off one item coupon two days in a row!",yHTLTr-QN-loO_7XoxS8qg,0,08-11-12,tip
d-uP77NVz-fiiu6g-fm1EA,Be nice to the employees and you'll get better service.,yHTLTr-QN-loO_7XoxS8qg,0,29-12-13,tip
jnmqaqzClH_HoUaaob3Ibg,There's always a sale and coupons in the Sunday paper.,yHTLTr-QN-loO_7XoxS8qg,0,01-02-16,tip
Sue6ZMVoc08_KDhV26V_Jw,Grabbing some paints and brushes.,yHTLTr-QN-loO_7XoxS8qg,0,26-03-12,tip
WzaaorVCmUTQvu4mScunNg,Turquoise Sky & Red Apple Wreath both smell amazing!,iQLLIdmJSt6LQHSjpZERLA,0,17-11-15,tip
WzaaorVCmUTQvu4mScunNg,easy exchange on a candle that I burned twice which didn't have a strong scent.,iQLLIdmJSt6LQHSjpZERLA,0,29-11-15,tip
jnmqaqzClH_HoUaaob3Ibg,Stock up when the votive candles are $1. Like today.,iQLLIdmJSt6LQHSjpZERLA,0,30-08-13,tip
jo5fJQK8pMrnesTNu0kXSA,Great milkshakes,6ilJq_05xRgek_8qUp36-g,0,04-05-11,tip
B5WkNWDxZ-baWoQc6DBNHA,24 hours baby! Drive thru too.,6ilJq_05xRgek_8qUp36-g,0,09-09-11,tip
B5WkNWDxZ-baWoQc6DBNHA,Breakfast till 11am.,6ilJq_05xRgek_8qUp36-g,0,16-10-11,tip
Sue6ZMVoc08_KDhV26V_Jw,Cheap-o lunch with the wife before we go back to work on assembling furniture at the new Casa.,6ilJq_05xRgek_8qUp36-g,0,04-03-12,tip
B5WkNWDxZ-baWoQc6DBNHA,Claw machine here!,6ilJq_05xRgek_8qUp36-g,0,25-03-12,tip
pRYGEZdwk1sdoAG0WL5EJA,Grabbin a burger with young Dee,6ilJq_05xRgek_8qUp36-g,0,01-01-13,tip
UDNzg_BLNaNkHCRU6YVkYA,They are open 24-7 breakfast then burgers,6ilJq_05xRgek_8qUp36-g,0,22-06-14,tip
7KujvBtn08LWJlP018iunA,"Burgers and frys. Fast, cheap and better than McD.",6ilJq_05xRgek_8qUp36-g,0,16-11-14,tip
jThUkO26of_9arLY5zUszg,"The grilled chicken taco salad is awesome! The seasoning on the chicken is so good that you barely need dressing, so steak n shake drizzled some ranch to keep everyone happy! Awesome mixture of everything yummy!",6ilJq_05xRgek_8qUp36-g,0,22-11-14,tip
I_47G-R2_egp7ME5u_ltew,"This might be the only place open late late in the waterfront. But they ran out of ""shake base"", so it's really just ""Steak n ...""",6ilJq_05xRgek_8qUp36-g,0,03-07-15,tip
_aHrsHfqHi7aEBN-9qPYgA,Be prepared to wait.,6ilJq_05xRgek_8qUp36-g,0,11-10-15,tip
vKz-ca3flXfmBGzazpaNuA,Enjoyed it pretty much!,6ilJq_05xRgek_8qUp36-g,0,25-03-16,tip
YV-3bIVYRORpFhsqUvljmg,Perche?,MKyk4F4HSzHF8v-4cYe3Ww,0,03-12-10,tip
YV-3bIVYRORpFhsqUvljmg,It was you,MKyk4F4HSzHF8v-4cYe3Ww,0,03-12-10,tip
5nXIA90CxKH7V_3mObTSwQ,"Tip your servers, bartenders, and piano men. :)",MKyk4F4HSzHF8v-4cYe3Ww,0,15-12-12,tip
eK6xq1LWBlbeqaObP39_0w,Make a reservation. Great for bachelorette parties!,MKyk4F4HSzHF8v-4cYe3Ww,0,24-07-14,tip
VRB9nzZnYWB6WETk_QfIEQ,Don't go crazy with the top shelf liquor!,MKyk4F4HSzHF8v-4cYe3Ww,0,01-02-16,tip
YV-3bIVYRORpFhsqUvljmg,Jojo,MKyk4F4HSzHF8v-4cYe3Ww,0,03-12-10,tip
Sue6ZMVoc08_KDhV26V_Jw,The employees were very helpful. They got me set up with everything I needed for my basement shelving needs: cinder blocks and wood.,gClSqcwuLsgyZRCzhJc7Dg,0,04-03-12,tip
cNsuaATGLVUUpDSkChEk-g,Finally replacing that lightbulb...,gClSqcwuLsgyZRCzhJc7Dg,0,01-09-12,tip
Sue6ZMVoc08_KDhV26V_Jw,I guess there's no such thing as fall vegetables in Pennsylvania. They stop selling vegetables in July.,gClSqcwuLsgyZRCzhJc7Dg,0,15-09-12,tip
nYKao-8w_IOj4Mv8QWb2vg,Yea.   No salt!,gClSqcwuLsgyZRCzhJc7Dg,0,09-02-14,tip
QcGi0cDzzGLb3LmiI33Psg,Flahers!!!,gClSqcwuLsgyZRCzhJc7Dg,0,08-05-11,tip
neBCZl1X_pDl11y7nVYFoQ,Mon-Fri hsppy hour 5-7pm. 50% off craft beers & apps!,1qCuOcks5HRv67OHovAVpg,0,16-01-12,tip
xMAkjQDQBH-N0EfhegaOXA,Mojo risin on draft!,1qCuOcks5HRv67OHovAVpg,0,22-05-12,tip
LDK2SJ4Y14C6Nsub4refOQ,Get the mild and wild wings ! You won't regret it.,1qCuOcks5HRv67OHovAVpg,0,10-07-12,tip
Nf0SSRgStO8scYoPSNVqag,They have excellent chicken & fish,1qCuOcks5HRv67OHovAVpg,0,04-04-14,tip
JPPhyFE-UE453zA6K0TVgw,Half priced appetizers after 9 on week nights.,1qCuOcks5HRv67OHovAVpg,0,18-10-14,tip
jYyaPhHJwv-Q2qhRkluJpA,"If you like french onion soup, Dukes is the place to go. Hands down, best I've ever had! I always compare ALL other french onion soup to theirs. Awesome fries too!",1qCuOcks5HRv67OHovAVpg,0,16-03-15,tip
bKsJTcbI4oX8eMJkBXkG5w,Good wings. Beer is a little pricey$$.,1qCuOcks5HRv67OHovAVpg,0,29-09-15,tip
tVikjk7YmJT721gEIdc2UQ,Half off Wednesday!,sbW8qHJgzEIH42B0S-3New,0,01-06-11,tip
Nf0SSRgStO8scYoPSNVqag,Girls Night with Medina & her friend Teyah!!! While the Men & Boys of the house are away playing Basketball the Girls must play!!!,sbW8qHJgzEIH42B0S-3New,0,02-06-12,tip
